,Unnamed: 0,text,labels,target,action
449,449,"The man accused of killing a woman when he rammed a car into a crowd of people protesting against a white supremacist rally in Charlottesville, Virginia, now faces federal hate crime charges. The Department of Justice announced that an indictment returned on Wednesday charges James Alex Fields Jr, 21, of Maumee, Ohio, with 30 crimes, including one count of a hate crime resulting in the death of Heather Heyer, and 28 other hate crimes involving an attempt to kill the dozens of other people who were injured. Another charge accuses him of racially motivated violent interference. Last summers violence in Charlottesville cut short a promising young life and shocked the nation, US Attorney General Jeff Sessions said in a statement. Todays indictment should send a clear message to every would-be criminal in America that we aggressively prosecute violent crimes of hate that threaten the core principles of our nation. Authorities have said Fields, described by a former teacher as having a keen interest in Nazi Germany and Adolf Hitler, drove his speeding car into a group of people demonstrating against the Unite the Right political rally on August 12 that drew hundreds of white supremacists to the college town, where officials planned to remove a Confederate monument. Fields, who has been in custody since the rally, already faces state charges including first-degree murder and is set to face a jury trial later this year. {articleGUID} The car attack came after the rally had descended into chaos - with violent brawling between attendees and counterdemonstrators - and authorities had forced the crowd to disband. The eight-page indictment alleges Fields decided to attend the rally on or before August 8. As he prepared to leave to travel to Charlottesville, a family member sent him a text message urging him to be careful, the indictment said. Fields replied, Were not the ones who need to be careful, and attached an image of Adolf Hitler, according to the indictment, which also says Fields used social media to promote racist views. Fields then attended the rally on August 12, engaging in chants promoting white supremacist and other racist and anti-Semitic views, the indictment said. After authorities forced the crowd to disband, Fields drove his car towards the area where a racially and ethnically diverse crowd had gathered to protest, the indictment said. Fields rapidly accelerated, through a stop sign and across a raised pedestrian mall, and drove directly into the crowd, it went on to say. In a statement, FBI Special Agent in Charge Adam S Lee of the Richmond Division thanked the business owners and Charlottesville residents who he said had worked with us and provided a massive volume of evidence in this case.",1,0,0
450,450,"The former University of Hartford student accused of harassing her Black roommate by smearing used tampons over her belongings avoided a hate crime charge on Monday. Brianna Brochu, 18, who is white, appeared in Hartford Superior Court but did not comment as she left the courthouse. She pleaded not guilty to the charges of criminal mischief and breach of peace. Civil rights advocates called for Brochu to face hate crimes charges in addition to the other charges. However, the court decided not to pursue those additional charges, drawing condemnation from activist groups. “She should be charged with a hate crime,” NAACP Greater Hartford Branch President Imam Abdul-Shahid Muhammad Ansari told NBC News. “We made our feelings known and will continue to do so, letting the community know and elected officials know as well.” ‘Jamaican Barbie’ Brochu allegedly called her Black roommate Chennel “Jazzy” Rowe “Jamaican Barbie” and embarked on a long-running campaign to get rid of her roommate by a series of disgusting behaviors, including putting Rowe’s toothbrush up her rectum. Rowe said in a Facebook video that she and her roommate had a rocky relationship. For example, Brochu would come in and turn off the lights if Rowe was working. However, it wasn’t until she started “getting sick” that things came to a head. “It started with throat pain,” she explained. “I thought maybe because it’s colder up here, I’m just catching a cold. After a month it got to the point where I had extreme throat pain that I couldn’t sleep, to the point where I couldn’t speak.” However, it wasn’t until Rowe finally moved out that she realized what her roommate had done, when she saw this post from Brochu on her Instagram: “Finally did it yo girl got rid of her roommate!! After 1 1/12 month of spitting in her coconut oil, putting moldy clam dip in her lotions, rubbing used tampons on her backpack, putting her toothbrush places where the sun doesn’t shine and so much more I can finally say goodbye Jamaican Barbie.” Prosecutors say they are still investigating the case.",1,0,0
452,452,"A Houston man is on the run after being accused Thursday of attacking a Lyft driver because of the drivers heritage, which is a hate crime. Matthew W. Dunn, 39, was charged Tuesday with assault that caused bodily injury, according to court records. Prosecutors announced the hate crime allegations on Thursday. If convicted, Dunn would face a harsher punishment because of the accusations that he selected his victim based on prejudice against the mans race, religion or national origin. We came through Harvey because of the cooperation of our diverse communities and their willingness to help each other without regard to race, creed or color, Harris County District Attorney Kim Ogg said. A hate crime unleashes fear in an entire community. Dunn is accused of berating early on July 21 a Lyft driver because of his background and religion while Dunn was a passenger in the mans car. The driver picked up Dunn just after 2 a.m., said Nathan Beedle, the misdemeanor division chief at the Harris County District Attorneys Office. Midway through the ride, Dunn is accused of hurling obscenities at the driver, based on his perception that the driver was Muslim and from Pakistan. He is also accused of grabbing the drivers hair and punching him and choking him, as the driver drove Dunn near the 13500 block of the Northwest Freeway. During the melee, the drivers shirt was ripped and he was injured, Beedle said. Authorities believe Dunn eventually got out of the car. He chased the vehicle as the driver headed to safety. Dunn may have moved on to another victim, Beedle added. The driver called officers with the Houston Police Department who, about 15 minutes later, were flagged down by a security guard at a nearby motel, Beedle said. The guard told officers he had been approached by a man who authorities believe was Dunn. He said Dunn had put him in a headlock and was speaking incoherently, Beedle said. Dunn has not been charged in connection with the second suspected incident. It is still under investigation, Beedle added. Both happened within about 30 minutes, Beedle said. Dunn faces at least 180 days in jail if he is convicted. Dunn has two prior criminal convictions in Harris County. He pleaded guilty in February to the felony charge of possession of less than one gram of a controlled substance. In 2012, he was convicted of assault causing bodily injury. Crime Stoppers of Houston is offering up to $5,000 for information that could lead to his whereabouts. Anyone with information can contact Crime Stoppers at 713-222-TIPS.",1,0,0
453,453,"The Gazette reports that Billings Mayor Bill Cole has condemned racist and anti-gay vandalism after swastikas and other graffiti were found emblazoned on property at Grace United Methodist Church, Lewis & Clark Middle School, Senior High School and Pioneer Park. The Mayor said on Monday at the outset of a work session of the Billings City Council that the crimes [quote] “are not a prank or a minor infraction that can be tolerated… Swastikas and hate speech are intended to intimidate and imply a threat of physical violence.” [end quote] Police Chief Rich St. John told the council his department has several leads. School resource officers, the city’s parks officer and the street crimes unit are stepping up security on nights when there are gatherings at the church. BPD is also in contact with the FBI and Homeland Security.",1,0,2
455,455,"A prosecutor asked for patience Monday as authorities investigate the stabbing of a black Army officer, allegedly by a white University of Maryland student, in a possible hate crime on campus. COLLEGE PARK, Md. (AP) — A prosecutor asked for patience Monday as authorities investigate the stabbing of a black Army officer, allegedly by a white University of Maryland student, in a possible hate crime on campus. The FBI is investigating the unprovoked stabbing of Richard Collins III as a possible hate crime. The suspect, Sean Urbanski, has belonged to a racist Facebook group. Police also said that he was intoxicated, and being tested for drugs. Defense attorney William C. Brennan argued Monday that the 22-year-old should be allowed to live at home under conditions including GPS monitoring and alcohol abuse treatment while his case goes forward. The judge declined, for now. Collins, 23, was stabbed early Saturday while visiting friends at the College Park campus. He had just been commissioned as a second lieutenant in the U.S. Army, and would have graduated Tuesday from Bowie State University, police said. Lt. Col. Joel Thomas, who runs the ROTC unit at Bowie State, described Collins as intelligent, athletic, personable and with all the makings of an outstanding military leader. At a news conference on Monday, Prince George’s County State’s Attorney Angela Alsobrooks cautioned against speculating about the case before facts are gathered. The killing was met with shock and fear on both campuses, which are nearby each other in suburban Washington. Bowie State, a historically black school, is having its commencement ceremony Tuesday in the same basketball stadium on the College Park campus where Maryland held its ceremony on Sunday. “If I’m a person of color I would certainly look at this as something that could happen to me. In fact, I know on Facebook our students are saying that,” said University of Maryland Police Chief David Mitchell. University of Maryland President Wallace Loh led students and families in a moment of silence for Collins at Sunday’s commencement. He called it a “senseless and unprovoked assault,” The Baltimore Sun reported. “We are still in shock that a young man, so full of promise, should have his life cut short, so suddenly,” Loh said. “Our thoughts and prayers are with his family and friends, and with the entire Bowie State University community.” Mitchell said he asked for the FBI’s help after learning that Urbanski, 22, belonged to a Facebook group called “Alt-Reich: Nation,” where members post disparaging material about African-Americans and others. “We are here to evaluate that as an ongoing concern with respect to whether or not this was a hate crime,” Gordon Johnson, special agent in charge of the FBI field office in Baltimore, said at a news conference Sunday evening. Brennan told the judge that Urbanski, who appeared in court via a television feed, had “no prior criminal record.” The judge said his request for bond could be revisited at a later date. Brennan and Urbanski’s parents left without commenting after Monday’s hearing. A message left Sunday at a number listed for his home in Severna Park was not immediately returned. Urbanski was added to the “Alt-Reich” Facebook group by an administrator in February. The group, which was taken down after the stabbing, had about 1,100 members and included racist, sexist and anti-Semitic photos and posts. Officials said Collins was with two friends waiting for an Uber ride at about 3 a.m. Saturday when they heard Urbanski screaming and watched him approach. Urbanski said “Step left, step left if you know what’s best for you,” according to the charging documents. Collins said ‘no,’ and Urbanski stabbed him once in the chest, the documents say. Officers found Urbanski sitting on a bench about 50 feet from where Collins collapsed, with a knife in his front right pocket, the documents say. Urbanski graduated from Severna Park High School in 2013, where he made the honor roll in 11th grade, according to media reports. Urbanski was not scheduled to graduate from the University of Maryland this year, police said. Zach Lessner, who was in a bowling league with Urbanski and just graduated from the University of Maryland, said he didn’t expect that Urbanski “would be the person to commit this horrendous act.” Dr. Artie Lee Travis, vice president for student affairs at Bowie State, said the school hopes the investigation moves forward as quickly as possible. “Hate has no place in America,” Travis said. “Hate has no place on a college campus, where young minds are coming together to try to change the world,” he said. Brian Douglas, who got to know Collins when they took a class together, said the man was looking forward to graduation. “He was just nice, just a good young man all around. You can’t find those too often in today’s society,” Douglas said. Ciera Sorrell, who also took a class with Collins, said his killing shocked the Bowie State community. “Everyone is in disbelief,” she said. “He seemed so excited to get to live his life and he doesn’t have that chance anymore.” ____ Richer reported from Richmond, Virginia. Associated Press Video Journalist Rick Gentilo contributed to this report. Copyright © 2018 The Associated Press. All rights reserved. This material may not be published, broadcast, written or redistributed. Like WTOP on Facebook and follow @WTOP on Twitter to engage in conversation about this article and others. © 2017 WTOP. All Rights Reserved.",1,0,0
456,456,"WOODINVILLE, WA - A 23-year-old Woodinville man is facing hate crime charges for a Jan. 10 attack on a transgender woman in Seattle, according to reports. King County prosecutors on Monday charged Anthony Del-Toro with malicious harassment and felony harassment, and issued a warrant for his arrest, according to the Seattle P-I. King County Jail records show that Del-Toro is not currently in custody, however. According to the P-I, Del-Toro and two associates allegedly went to the womans Seattle apartment in January for sex. Del-Toro apparently discovered a form of ID from before the woman became female. Del-Toro allegedly became enraged and punched the woman in the face, threatened her, and then vandalized her apartment, according to the report. The woman was able to escape to safety. Image via Shutterstock",1,2,0
457,457,"KANSAS CITY, Mo. – A man allegedly verbally and physically assaulted a Muslim student at Metropolitan Community College – Penn Valley campus in an incident the FBI is describing as a potential hate crime. The student was walking in a stairwell in the Humanities Building on the campus around 3 p.m. on April 3. The student said she was walking down the stairway when an unknown male voice uttered a derogatory statement toward the woman. When the woman turned around, she said the suspect struck her in the face, causing her to fall down the stairs. The woman reported the incident to campus police, who notified the FBI. In a statement, a Metropolitan Community College spokeswoman says the incident happened on a day that was part of an international campaign to scare and encourage violence against Muslims. The FBI said Wednesday it’s offering a reward of up to $10,000 leading to the arrest of the suspect in the attack. Anyone with information can call the FBI at (816) 512-8200 or the TIPS Hotline at (816) 474-8477. ",1,3,0
462,462,"On June 12, 2016, Orlando experienced the unimaginable when a gunman opened fire at the Pulse nightclub, leaving 49 people dead, dozens injured, and countless traumatized. Two years later, speculation has returned on whether this senseless violence occurred at Pulse because it was a gay nightclub. Was it randomly selected? The shooter had gone to other places, including a different nightclub, and chose not to shoot. The description of Pulse on his search likely identified it as a gay bar. He even asked the security guard a question that would have left no doubt: “Where are all the women?” Was he a homophobe or a self-loathing gay man? Even though investigators debunked the idea that the killer was a regular at the nightclub with a secret Grindr account, the media ran with it. But his father did describe him as homophobic and said he became enraged after seeing two men kissing each other on a sidewalk. Two years later, this is what truly matters: The Pulse massacre fits the same pattern of mass shootings across the country. Angry men — and it is almost exclusively radicalized, bigoted white men — with easy access to weapons capable of mass murder keep killing people. LGBTQ people are disproportionately the victims of hate violence, including gun violence. Two years after Pulse what is clear is the lack of action by Florida Gov. Rick Scott and the state legislature. Parkland students have noted publicly the that our elected leaders were negligent when LGBTQ people were the victims. Today, the majority of Floridians, including nearly 80 percent of conservatives, say Rick Scott should keep his post-Pulse promise and sign an executive order banning discrimination based on sexual orientation and gender identity. These protections exist at the local level, covering 60 percent of the state’s 20 million residents, but Florida has no statewide LGBTQ protections. This broken promise will dog Scott as he runs for office as the National Rifle Association’s favorite governor — in a state thats been the site of two of the worst mass shootings in the country: Parkland and Pulse. Two years later, the damage remains. The survivors are still struggling. And the hostility toward LGBTQ people that makes us disproportionately the victims of hate violence is being exacerbated from the highest office. The anti-Hispanic rhetoric from the White House also compounds the pain. The massacre at Pulse happened on Latin Night in the middle of Pride Month, and 90 percent of the 49 killed were Hispanic; nearly half were from Puerto Rico. We encourage people across the country to renew their commitment to the victims of Pulse with #HonorThemWithAction. To create real and lasting change, people must spend less time thinking about the shooter and more time holding our elected leaders accountable for taking action to prevent those who seek to do us harm from accessing weapons of mass slaughter. Join the HonorThemWithAction.org and commemorate the two-year mark of the Pulse tragedy by using the hashtag #HonorThemWithAction on social media to share how you are working in your community to make it a safer, more inclusive place for all. NADINE SMITH is the executive director of Equality Florida.",1,4,0
463,463,"Vandalism at Rio Vista church considered hate crime Share Shares Copy Link Copy Hide Transcript Show Transcript WEBVTT CRIME SCENE TAPE, NOT A USUAL SIGHT AT CHURCH. INSIDE, EXTENSIVE DAMAGE, EVEN A BURNED CROSS. THIS IS WHAT DEACON ROGER BENZ SAW WHEN HE ARRIVED AT HIS CHURCH THIS MORNING. >> SAW THE POLICE CARS OUT HERE SO I KNEW SOMETHING WAS UP. BRANDI: THAT SOMETHING, A CRIME THAT HAPPENED INSIDE LAST NIGHT. BENZ DESCRIBED THE MESS. >> THINGS STREWN ALL OVER THE PLACE. THE PODIUM TURNED OVER, LOOKED LIKE DAMAGE TO THE ORGAN. BRANDI: RIO VISTA POLICE CHIEF DAN DAILEY SAYS THE SUSPECT WENT IN THROUGH A WINDOW. SHE ALSO TORE UP BIBLES AND HYMNALS. THAT WAS JUST PART OF IT. >> THERE WAS A SIGNIFICANT AMOUNT OF VANDALISM AND OF GREAT CONCERN TO US WAS THE FACT THAT A SUSPECT APPARENTLY IGNITED A FIRE AT THE BASE OF A LARGE WOODEN CROSS INSIDE THE CHAPEL . BRANDI: CHURCH MEMBERS SAY, AS BAD AS THIS LOOKS, THE FIRE BURNED ITSELF OUT. HAD IT HAPPENED IN YOUR ELSE, IT WOULD HAVE BEEN A LOT WORSE. BECAUSE OF THAT FIRE, THE CHIEF CALLED THE RECENTLY FORMED HATE CRIMES RAPID RESPONSE TASK FORCE. FBI AND ATF AGENTS SPENT THE DAY GATHERING EVIDENCE THAT LED THEM TO ARREST 23-YEAR-OLD DANIELLE RICAFRENTE. WITHOUT THE ASSISTANCE OF THE FBI AND ATF, WE WOULD NOT HAVE BEEN ABLE TO PUT THIS TASTE -- CASE TOGETHER SO QUICKLY. BRANDI: POLICE SAY PHYSICAL EVIDENCE AND A NEIGHBOR’S VIDEO TIED THE WOMAN TO THE CRIME. >> TO SEE SOMEBODY COME IN AND JUST DO DESTRUCTION LIKE THAT, NO GOOD REASON ITS PRETTY DISAPPOINTING. BRANDI: DEACON BENZ HAS BEEN A MEMBER FOR EIGHT YEARS. HE SAYS THE CHURCH HAD NUMEROUS BREAKINS OVER THE YEARS. HE’S DISAPPOINTED, WILLING TO FORGIVE, BUT DOESN’T WANT THE CRIMES TO CONTINUE. >> I’M NOT LOOKING TO SEND SOMEBODY TO JAIL FOR 10 OR 15 YEARS. IT HAS HAPPENED TO US SO MANY TIMES, SOMETHING TO SEND A MESSAGE TO SOMEBODY TO LET THEM KNOW THAT YOU CANT GET AWAY WITH",1,3,2
464,464,"Photo Courtesy of Google One of the two bizarre attacks took place at 35th Avenue and Leavitt Street. By Forum Staff A 35-year-old Korean National has pleaded guilty to two counts of second-degree robbery as a hate crime in connection with the vicious attacks on two Chinese women who were robbed and assaulted last year. The defendant at the time of his arrest told police, “I don’t like Chinese people.” “In pleading guilty, the defendant has now admitted to attacking the two Asian women because of his hatred for Chinese people”, said DA Brown. “The defendant, who is Korean, spotted each woman when she was alone in public and pounced upon them – punching them in the face and then stealing their cash and credit cards. This kind of bigotry and hate are not acceptable in a civilized society and will not be tolerated in Queens County. The defendant’s guilty plea is another example of our refusal to accept this type of behavior.” Key S. Lee, 35, of Hawthorne Avenue in the Flushing section of Queens plead guilty to two counts of second-degree robbery as a hate crime before Queens Supreme Court Justice Barry Kron. He will be sentenced on December 18, 2017, at which time Lee faces five years in prison to be followed by five years’ post release supervision. The charges in the case say that on January 27, 2016, one victim, Ling Chou, was cleaning snow from her vehicle following a snowstorm when she noticed the defendant standing on a nearby corner smoking a cigarette. She ignored the man and continued to chip away at the layers of snow on her car. But when she opened the back door, the defendant suddenly rushed her and pushed her into the back seat. He covered her body with his and then closed the door behind him. Lee repeatedly punched the woman in the face and grabbed her purse – stealing a credit card, her identification and approximately $2,000 in cash – as he fled the scene. According to that complaint, the defendant was shown surveillance video of the incident and admitted at that time that he was the attacker and that he did indeed rob Ms. Chou. He also stated that he was angry following an argument with his wife and that he used to work as a cab driver and the majority of his customers were Chinese. Lee stated in sum and substance, “I wanted to fight someone because the Chinese people were rude and smoking in the car…I wanted to pick a fight and that is when I saw one female cleaning snow and we made eye contact.” Lee also stated he became even more angry when he and Ms. Chou made eye contact and he said he “couldn’t take it any more. I decided she’s the one. I started beating her.” In the second attack on February 10, 2016, Lee spotted the victim, Ziao Feng, as she walked toward her apartment building and pounced on her. The defendant reigned punches on the woman’s face and then ran off with her handbag, which contained her credit cards, identification and about $2,000 in cash. At the time of his arrest, Lee stated that he had been driving home when the victim cut him off in traffic and failed to signal, so he followed her and when she parked her car he continued to follow her on foot and then attacked her. He stated at that time, “I don’t like the Chinese and I went to Flushing to look for Chinese people.”",1,0,0
466,466,"A 17-year-old Muslim girl was assaulted and killed as she made her way home after prayers at a Virginia Mosque. The Washington Post reports that the body of Nabra Hassanen was identified by relatives after being discovered in pond in Sterling, northern Virginia. Fairfax county police have charged 22-year-old Darwin Martinez Torres with her murder. The Post reports that authorities are not investigating the incident as a possible hate crime. A police statement cited by the Guardian said an investigation concluded that Hassanen “was walking outside [the mosque] with a group of friends when they got into a dispute with a man in a car.” The man then “got out of his car and assaulted the victim.” Her friends, unable to find her after the incident, called the police. An officer had “seen a car driving suspiciously in the area,” and the driver, Martinez Torres, was taken into custody as a suspect, according to the police statement. “People are petrified, especially people who have young Muslim daughters,”Arsalan Iftikhar, a human rights lawyer who attended the same Sunday evening service as Hassanen, told the Post. [Washington Post]",1,3,0
468,468,"CLOSE It has been over a year and a half since Kedarie Johnson, a gender-fluid teen from Burlington, Iowa, was murdered. As the trials for his accused killers loom, mother Katrina Johnson tries to come to terms with what justice will feel like. Brian Powers/The Register Buy Photo Photos and memorial posters hang in Katrina Johnsons home on Thursday, Oct. 12, 2017, in Burlington. He knew the words to say to make a person feel good about themselves, Johnson said of her son Kedarie who was killed over a year and a half ago. (Photo: Brian Powers/The Register)Buy Photo The tragic death of Kedarie Johnson, a well-liked high school junior from Burlington, reinforces the importance of adding transgender protections under Iowa’s Hate Crimes statute. I believe that it is appropriate for the federal authorities to investigate this death as a hate crime and I’m hopeful that all those involved will be punished to the fullest extent of the law. Growing up LGBTQ in Iowa is tough. As legislators, we must do all we can to support safe schools, safe communities, and offer full protection to LGBTQ students and Iowans who are often marginalized and victimized at increasingly disproportionate levels. Many crimes against LGBTQ Iowans go unreported in our state, because of failures by county attorneys and local police. I call upon the Iowa Legislature to act swiftly and add transgender protections to Iowa’s Hate Crimes statute. — State Sen. Matt McCoy, Des Moines Read or Share this story: http://dmreg.co/2gF8f7e",1,2,0
470,470,"Man throws brick through door of LGBT community center in NW D.C., later arrested (Photo Courtesy of Casa Ruby LGBT Community Center/Facebook) Ruby Corado called a repairman to replace a door at the Casa Ruby LGBT Community Center in Northwest D.C. after a man threw a brick through the door Sunday. Police have listed the incident as a hate crime. “Its just crazy and scary,” said Ramela Brown, who workers as a manager at Casa Ruby. Brown said a frequent visitor to the center, named Andrew Cook, 20, suddenly became angry and started throwing chunks of soap at her. When she pushed him out the door and locked it, Brown said Cook threw a brick though the door. As for what started the whole ordeal, Brown said she did not know. Others also said Cook was a frequent visitor to the center. “He’s a male that likes transgenders. He affiliates with us,” said Adriana Carter. The talk of the center Monday was that Cook tried to turn himself in, but police at the 1st District MPD Station first refused to arrest him saying they had no warrant. The Metropolitan Police Department told ABC7 News Monday that Andrew Cook was located and arrested today. Cook was charged with Felony Destruction of Property, Simple Assault and Threatening to Kidnap or Injure a Person.",1,2,2
472,472,"BTW The neo-Nazi from Ohio who rammed his car into a crowd protesting the “Unite the Right” gathering of white supremacists in Charlottesville, Virginia, last August has been indicted on 29 counts of federal hate crimes, Vice News reports. James Alex Fields Jr., 21, was handed down the charges Wednesday. One charge relates to the death of Heather Heyer, the 32-year-old counter-protester killed when his Dodge Charger hit the crowd. In December, Fields was charged at the state level with first-degree murder for Heyer’s death. The indictment says Fields “stopped and then observed the crowd while idling in his vehicle” before speeding into the “racially and ethnically diverse crowd of individuals were gathered at the bottom of the hill,” Vice News reports. He then threw his car in reverse and fled the scene, leaving Heyer dead from blunt-force trauma to the chest and 35 others injured. “At the Department of Justice, we remain resolute that hateful ideologies will not have the last word and that their adherents will not get away with violent crimes against those they target,” Attorney General Jeff Sessions said in a statement, per Vice News. “Last summer’s violence in Charlottesville cut short a promising young life and shocked the nation.” H/T Vice News",1,0,0
474,474,"A Scottish YouTube creator named Markus Meechan, who goes by the moniker Count Dankula on his YouTube channel to his more than 100,000 subscribers, has been convicted of a hate crime for a video he posted featuring what the courts determined to be anti-Semitic content. Specifically, Meechan taught his girlfriend’s pug to use the Nazi Sieg Heil salute in a video he posted in 2016. The 30-year-old YouTube creator also taught the dog, ironically named Buddha, to respond to hate speech like “gas the Jews.” His video begins, “My girlfriend is always ranting and raving about how cute and adorable her wee dog is, so I thought I would turn him into the least cute thing I could think of, which is a Nazi.” Due for sentencing in April, Meechan has since apologized for the content. “I don’t actually hate Jewish people,” he said, according to The Jewish Chronicle, describing the video as “an insight into the darker side of my humor” and adding that he “did not intend for people, other than people who knew my comedy, to see the video.” The video was publicly available on YouTube, and its content was judged to be hate speech by Sheriff Derek O’Carroll of the Airdrie Sheriff’s Court in Scotland, where Meechan was convicted. According to multiple reports, O’Carroll said in court, “The accused knew that the material was offensive and knew why it was offensive. He would have known it was grossly offensive to many Jewish people.” While both the court and Ephraim Borowski, the Scottish Council of Jewish Communities’ director who lost family to the Holocaust and who spoke during the trial, did not consider the video a joke, other YouTube creators have come out in support of Meechan. JonTron, aka Jonathan Aryan Jafari, formerly of Game Grumps and currently running the JonTronShow channel, tweeted, “This is getting ridiculous…sets a dangerous precedent, sad day for the state of free speech.” This is getting ridiculous, man in UK found guilty for making a joke online, facing jail time. Non-partisan issue, sets a dangerous precedent, sad day for the state of free speech. https://t.co/lwmijM5oM9 — JonTron (@JonTronShow) March 20, 2018 Philip DeFranco was also not a fan of Sheriff O’Carroll’s verdict. “This whole f-cking situation is f-cking ridiculous,” he said in a YouTube video addressing it. DeFranco’s reasoning is that while being a Nazi is not okay, making jokes about being a Nazi is. Sheriff O’Carroll acknowledged this aspect of the case. “This court has taken the freedom of expression into consideration,” he said, “but the right to freedom of expression also comes with responsibility.” Before the court hands down sentencing next month, Meechan may be placed under house arrest with a GPS tracking device, depending on a social worker’s assessment. Meanwhile, Meechan’s current pinned tweet is a picture of him getting arrested for the offense back in February.",1,0,3
481,481,"December 18, 2017 05:24 PM A Lyons man is charged with a hate crime after troopers say he broke into a home. Adam J. Doucet, age 32, is charged with burglary, criminal mischief, and aggravated harassment as a hate crime. Troopers say Doucet broke into a home and made a racially-motivated threat at the resident.",1,0,2
483,483,"A Queens Village man will be getting a long prison sentence for firebombing five occupied buildings in Jamaica – including two houses of worship – over 5 years ago. Suraj Poonai Ray Lazier Lengend, 45, pleaded guilty to first-degree attempted arson as a hate crime. He is due to return to court for sentencing on Sept. 28, where Acting Queens Supreme Court Justice Barry Kron, who was presiding over the ruling, indicated that he would be sentencing Lengend to 20 years in prison with five years of post-release supervision. According to statements made by police, Lengend admitted that he planned the attacks to inflict as much damage as possible and that his goal was to take out as many Muslims and Arabs as possible. He later went on to state that he disliked Muslims, Arabs and Hindus. Queens District Attorney Richard A. Brown said that the hateful rampage took place on New Year’s Day of 2012. First, Lengend threw a Molotov cocktail at a Hindu house of worship within a private residence on 170th Street in Jamaica, causing a fire on the front lawn. Lengend also admitted to throwing gasoline-filled bottles into a private residence on 43rd Avenue, which had people inside. Following that attack, Lengend drove to a deli located at 179th Street and Hillside Avenue, where he ignited a glass bottle containing gasoline and threw it inside the store. The Molotov cocktail broke when it hit the floor, spreading fire into the building. At that time, according to court records, Lengend drove to a house on 107th Avenue and through yet another flammable device through the front bedroom window. The fire caused damage to the interior and exterior of the home. Finally, Lengend threw a Molotov cocktail that the exterior of Al-Khoei Benevolent Association, a mosque located at 89-89 Van Wyck Expwy. The resulting fire caused damage to the mosque’s exterior. Cops arrested Lengend two nights later; he would later be indicted on federal and state hate crime charges. “In a single night, this individual filled glass bottles with gasoline to make crude molotov cocktails and then tossed them at five buildings,” Brown said. “His targets ranged from private dwellings to houses of worship – endangering those within the buildings as well as the firefighters called to respond to the scene. This kind of intolerance and hate will not be tolerated in Queens.”",1,3,1
485,485,"Richard Collins III was stabbed at the University of Maryland, College Park early Saturday morning. He had recently been commissioned as a lieutenant in the Army and was to graduate from Bowie StateUniversity on Tuesday.(Facebook) WASHINGTON – The University of Maryland student suspected of killing a newly commissioned Army officer on the College Park campus over the weekend was ordered held without bond during a court appearance Monday afternoon, while the FBI investigates the stabbing as a possible hate crime. Sean Christopher Urbanski, 22, was charged with murder and assault in the killing of Richard W. Collins III, 23. Collins was set to graduate from nearby Bowie State University in Bowie, Md. on Tuesday with a degree in business administration. He had recently been commissioned as a lieutenant in the Army through the ROTC and was to serve in intelligence. The University of Maryland Police initially said that the attack was random and they the two men they did not know each other. But the campus police sought the FBI’s assistance after learning Urbanski, who is white, is a member of a Facebook group called “Alt-Reich Nation.” Collins was black. “Suffice to say, it’s despicable. It shows extreme bias against women, latinos, members of the Jewish faith, and especially African-Americans — which brings up questions of the motive in the case,” Mitchell said of the Facebook page at a news conference Sunday night. “We are here to evaluate that as an ongoing concern with respect to whether or not this was a hate crime,” Gordon Johnson, the special agent in charge of the FBI field office in nearby Baltimore, said at the news conference. Collins was waiting for an Uber with friends at about 3 a.m. Saturday when Urbanski approached them, police said. “Step left, step left if you know what’s best for you,” witnesses told police Urbanski said. After Collins reportedly replied “no,” Urbanski pulled out a knife and stabbed him once in the chest, police said. Police quickly apprehended Urbanski. Collins died at a hospital about an hour after he was stabbed. Both universities have reacted with shock – and fear. Police have stepped up patrols on and around the College Park campus. “If I’m a person of color, I would certainly look at this as something that could happen to me. In fact, I know on Facebook our students are saying that,” a visibly emotional Chief Mitchell said Sunday. A noose was found in a College Park fraternity house this month. A vigil for Collins is scheduled for Monday evening on the Bowie campus. The historically black institution’s graduation on Tuesday is being held on University of Maryland’s College Park campus. At Sunday’s commencement, College Park President Wallace Loh held a moment of silence for Collins. This article is republished with permission from Talk Media News. ",1,0,0
